,id,institution,rank,city,state,state_full,website,institution_level,institution_control,degree_graning_status,undergraduate_offering,graduate_offering,urbanization_degree,distance_education_offered,distance_education_programs_offered,undergraduate_application_fee,graduate_application_fee,graduation_rate,recommendations,admission_test_scores,TOEFL,total_applicants,total_admissions,acceptance_rate,total_enrolled,yield,SAT_reading_writing_lower,SAT_reading_writing_upper,SAT_math_lower,SAT_math_upper,ACT_composite_lower,ACT_composite_upper,ACT_english_lower,ACT_english_upper,ACT_math_lower,ACT_math_upper,out_of_state_tuition,out_of_state_fees,in_state_tuition,in_state_fees,out_of_state_total,in_state_total,address,city_id,location,lat,lon
486,487,SUNY at Albany,150+,Albany,NY,New York,www.albany.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,50,75.0,55.0,Required,Required,Required,26127,14932,57.15,2695,18.05,550.0,620.0,540.0,630.0,22.0,28.0,,,,,24660.0,3090.0,7070.0,3090.0,27750,10160,"1400 Washington Avenue, Albany, New York 12222",7700,"(42.6840271, -73.82587727551194)",42.6840271, -73.82587727551194
487,488,SUNY Buffalo State,150+,Buffalo,NY,New York,suny.buffalostate.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,50,65.0,30.0,Recommended,Considered,Required,13313,10660,80.07,1628,15.27,440.0,530.0,420.0,530.0,,,,,,,16980.0,1358.0,7070.0,1358.0,18338,8428,"1300 Elmwood Ave, Buffalo, New York 14222",3402,"(42.9345986, -78.88605006344082)",42.9345986, -78.88605006344082
488,489,SUNY College at Oswego,150+,Oswego,NY,New York,www.oswego.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Yes,1,50,65.0,50.0,Required,Considered,Required,12277,8459,68.9,1270,15.01,510.0,600.0,510.0,590.0,20.0,26.0,,,,,16980.0,1581.0,7070.0,1581.0,18561,8651,"7060 State Route 104, Oswego, New York 13126",34046,"(43.4525481, -76.54504087416332)",43.4525481, -76.54504087416332
489,490,SUNY College at Plattsburgh,150+,Plattsburgh,NY,New York,www.plattsburgh.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Yes,1,50,75.0,51.0,Required,Required,Required,9009,5498,61.03,893,16.24,490.0,590.0,490.0,580.0,18.0,25.0,18.0,23.0,18.0,25.0,16980.0,1504.0,7070.0,1504.0,18484,8574,"101 Broad Street, Plattsburgh, New York 12901-2681",7679,"(44.6944619, -73.4660594)",44.6944619, -73.4660594
490,491,SUNY College of Environmental Science and Forestry,117,Syracuse,NY,New York,www.esf.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,50,60.0,65.0,Required,Required,Required,1951,1174,60.17,302,25.72,570.0,650.0,560.0,650.0,24.0,30.0,21.0,30.0,24.0,28.0,16980.0,2060.0,7070.0,2060.0,19040,9130,"One Forestry Dr., Syracuse, New York 13210",7720,"(43.035416, -76.1365209)",43.035416, -76.1365209
491,492,SUNY Polytechnic Institute,150+,Utica,NY,New York,www.sunypoly.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Midsize,Yes,1,50,60.0,44.0,Required,Considered,Required,3053,2238,73.3,352,15.73,480.0,660.0,520.0,690.0,20.0,29.0,23.0,29.0,25.0,30.0,16980.0,1357.0,7070.0,1357.0,18337,8427,"100 Seymour Rd, Utica, New York 13502",7613,"(43.13800205, -75.2294359077068)",43.13800205, -75.2294359077068
492,493,Tarleton State University,150+,Stephenville,TX,Texas,www.tarleton.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Remote,Yes,1,50,50.0,28.0,Not Required,Required,Required,10169,5873,57.75,2274,38.72,480.0,570.0,460.0,550.0,18.0,23.0,16.0,22.0,17.0,23.0,14123.0,3325.0,4951.0,3325.0,17448,8276,"1333 W. Washington, Stephenville, Texas 76401-0000",14156,"(32.21495575, -98.21949568335461)",32.21495575, -98.21949568335461
493,494,Tennessee Technological University,150+,Cookeville,TN,Tennessee,www.tntech.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Remote,Yes,1,25,35.0,29.0,Not Required,Required,Required,6781,5400,79.63,1720,31.85,520.0,650.0,510.0,620.0,21.0,28.0,20.0,29.0,19.0,26.0,18390.0,1278.0,8358.0,1278.0,19668,9636,"1 William L. Jones Drive, Cookeville, Tennessee 38505-0001",12164,"(36.1748745, -85.50890526637208)",36.1748745, -85.50890526637208
494,495,Tennessee Wesleyan University,150+,Athens,TN,Tennessee,www.tnwesleyan.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Yes,1,0,0.0,25.0,Considered,Required,Required,1039,633,60.92,194,30.65,420.0,530.0,430.0,530.0,19.0,25.0,17.0,25.0,19.0,26.0,24600.0,1250.0,24600.0,1250.0,25850,25850,"204 East College Street, Athens, Tennessee 37303",13723,"(35.44509837721595, -84.59240380352016)",35.44509837721595, -84.59240380352016
495,496,Texas A & M International University,150+,Laredo,TX,Texas,www.tamiu.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,0,35.0,23.0,Not Required,Required,Required,7079,4172,58.93,1262,30.25,470.0,560.0,450.0,540.0,15.0,20.0,13.0,20.0,16.0,20.0,13634.0,5349.0,3818.0,3865.0,18983,7683,"5201 University Blvd, Laredo, Texas 78041-1900",11295,"(27.5727681, -99.4351153)",27.5727681, -99.4351153
496,497,Texas A & M University-College Station,150+,College Station,TX,Texas,www.tamu.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,75,65.0,55.0,Not Required,Required,Required,42872,27125,63.27,11110,40.96,580.0,680.0,580.0,700.0,26.0,32.0,24.0,33.0,25.0,30.0,35531.0,3809.0,8974.0,3809.0,39340,12783,"JKW Administration Building  Suite 200, College Station, Texas 77843-1248",8396,"(30.6108618, -96.35206061388457)",30.6108618, -96.35206061388457
497,498,Texas A & M University-Corpus Christi,150+,Corpus Christi,TX,Texas,www.tamucc.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,40,50.0,17.0,Recommended,Required,Required,8540,7697,90.13,1555,20.2,500.0,600.0,500.0,580.0,18.0,24.0,17.0,23.0,17.0,23.0,14897.0,5446.0,4719.0,4834.0,20343,9553,"6300 Ocean Dr., Corpus Christi, Texas 78412-5503",3410,"(27.71352865, -97.32475040526941)",27.71352865, -97.32475040526941
498,499,Texas A & M University-Kingsville,150+,Kingsville,TX,Texas,www.tamuk.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Distant,Yes,1,25,35.0,20.0,Not Required,Considered,Considered,6308,5546,87.92,1055,19.02,460.0,550.0,460.0,540.0,17.0,21.0,15.0,20.0,16.0,20.0,18158.0,7108.0,5217.0,4562.0,25266,9779,"955 University Blvd, Kingsville, Texas 78363",38789,"(27.51899, -97.8822571)",27.51899, -97.8822571
499,500,Texas A&M University-San Antonio,150+,San Antonio,TX,Texas,www.tamusa.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Rural: Fringe,Yes,1,15,35.0,,Not Required,Required,Required,10006,5989,59.85,632,10.55,470.0,580.0,460.0,540.0,18.0,20.0,17.0,19.0,16.0,18.0,17994.0,3902.0,4708.0,4193.0,21896,8901,"One University Way, San Antonio, Texas 78224",3480,"(29.3185242, -98.5246487)",29.3185242, -98.5246487
500,501,Texas A&M University-Texarkana,150+,Texarkana,TX,Texas,www.tamut.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Rural: Fringe,Yes,1,30,30.0,16.0,Not Required,Required,Required,2458,2371,96.46,287,12.1,470.0,560.0,450.0,550.0,17.0,23.0,15.0,23.0,16.0,23.0,18433.0,1840.0,5924.0,1840.0,20273,7764,"7101 University Avenue, Texarkana, Texas 75503",12910,"(33.4897289, -94.10329746458613)",33.4897289, -94.10329746458613
501,502,Texas Christian University,83,Fort Worth,TX,Texas,www.tcu.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,50,60.0,69.0,Required,Considered,Required,21145,10155,48.03,2287,22.52,560.0,660.0,550.0,660.0,25.0,31.0,25.0,34.0,24.0,29.0,51570.0,90.0,51570.0,90.0,51660,51660,"2800 S University Dr, Fort Worth, Texas 76129",3418,"(32.71159, -97.360535)",32.71159, -97.360535
502,503,Texas Southern University,150+,Houston,TX,Texas,www.tsu.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,42,75.0,7.0,Recommended,Required,Required,6687,4438,66.37,724,16.31,450.0,520.0,440.0,520.0,17.0,20.0,15.0,20.0,16.0,19.0,19707.0,1736.0,7437.0,1736.0,21443,9173,"3100 Cleburne St, Houston, Texas 77004",3428,"(29.724583, -95.36261)",29.724583, -95.36261
503,504,Texas State University,150+,San Marcos,TX,Texas,www.txstate.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,75,55.0,29.0,Not Required,Required,Required,25461,21524,84.54,5861,27.23,510.0,600.0,500.0,580.0,20.0,25.0,19.0,25.0,18.0,25.0,19778.0,2529.0,8326.0,2529.0,22307,10855,"601 University Dr, San Marcos, Texas 78666",9776,"(29.8884765, -97.94479885849292)",29.8884765, -97.94479885849292
504,505,Texas Tech University,150+,Lubbock,TX,Texas,www.ttu.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,75,65.0,34.0,Recommended,Considered,Required,29131,20400,70.03,6522,31.97,540.0,620.0,530.0,620.0,22.0,27.0,21.0,26.0,20.0,26.0,20953.0,2917.0,8683.0,2917.0,23870,11600,"University Avenue, Lubbock, Texas 79409-5005",3444,"(33.5845451, -101.870707)",33.5845451, -101.870707
505,506,Texas Wesleyan University,150+,Fort Worth,TX,Texas,www.txwes.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,0,68.0,25.0,Recommended,Considered,Required,3208,1501,46.79,243,16.19,510.0,580.0,490.0,580.0,19.0,23.0,17.0,23.0,17.0,21.0,29026.0,4382.0,29026.0,4382.0,33408,33408,"1201 Wesleyan St, Fort Worth, Texas 76105-1536",3418,"(32.7323914, -97.2795045)",32.7323914, -97.2795045
506,507,Texas Woman's University,150+,Denton,TX,Texas,www.twu.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,50,50.0,22.0,Not Required,Considered,Required,5824,5456,93.68,1130,20.71,529.0,580.0,514.0,560.0,16.0,22.0,19.0,23.0,19.0,22.0,15353.0,2718.0,5537.0,2718.0,18071,8255,"304 Administration Dr, Denton, Texas 76204",12599,"(33.226547, -97.1267107424488)",33.226547, -97.1267107424488
507,508,The Christ College of Nursing and Health Sciences,150+,Cincinnati,OH,Ohio,www.thechristcollege.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,City: Large,Yes,1,0,,,Considered,Considered,Recommended,367,260,70.84,102,39.23,500.0,575.0,500.0,535.0,19.0,22.0,18.0,23.0,17.0,23.0,14281.0,1100.0,14281.0,1100.0,15381,15381,"2139 Auburn Avenue, Cincinnati, Ohio 45219-2989",3406,"(39.120838750000004, -84.51111281517443)",39.120838750000004, -84.51111281517443
508,509,The College of New Jersey,150+,Ewing,NJ,New Jersey,www.tcnj.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Large,Yes,0,75,75.0,76.0,Recommended,Considered,Required,13199,6765,51.25,1428,21.11,570.0,650.0,570.0,670.0,24.0,30.0,,,23.0,29.0,25217.0,2790.0,13239.0,2790.0,28007,16029,"2000 Pennington Road, Ewing, New Jersey 08628-7718",37379,"(40.2709556, -74.7773719)",40.2709556, -74.7773719
509,510,The College of Saint Scholastica,150+,Duluth,MN,Minnesota,www.css.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,0,0.0,61.0,Not Required,Considered,Required,1922,1409,73.31,330,23.42,,,,,22.0,27.0,20.0,25.0,21.0,26.0,38750.0,660.0,38750.0,660.0,39410,39410,"1200 Kenwood Ave, Duluth, Minnesota 55811-4199",8301,"(46.815188649999996, -92.10583000477641)",46.815188649999996, -92.10583000477641
510,511,The Evergreen State College,150+,Olympia,WA,Washington,www.evergreen.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Suburb: Midsize,Implied no,0,50,50.0,42.0,Not Required,Considered,Required,1047,1030,98.38,228,22.14,523.0,620.0,450.0,563.0,20.0,21.0,21.0,27.0,18.0,23.0,27375.0,1140.0,7185.0,1140.0,28515,8325,"2700 Evergreen Pkwy NW, Olympia, Washington 98505-0001",7998,"(47.07494975, -122.97312792830462)",47.07494975, -122.97312792830462
511,512,The King's College,150+,New York,NY,New York,www.tkc.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,No graduate offering,City: Large,Yes,0,35,,44.0,Not Required,Considered,Required,1183,467,39.48,78,16.7,550.0,690.0,540.0,630.0,25.0,30.0,24.0,32.0,24.0,27.0,37000.0,690.0,37000.0,690.0,37690,37690,"56 Broadway, New York, New York 10004",3455,"(40.7065502, -74.01256029999999)",40.7065502, -74.01256029999999
512,513,The New School,150+,New York,NY,New York,www.newschool.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,50,50.0,55.0,Required,Considered,Required,8701,6012,69.1,1239,20.61,580.0,680.0,560.0,680.0,26.0,30.0,25.0,34.0,23.0,28.0,50406.0,616.0,50406.0,616.0,51022,51022,"66 West 12th Street, New York, New York 10011-8871",3455,"(40.73547915, -73.9970708835668)",40.73547915, -73.9970708835668
513,514,The Southern Baptist Theological Seminary,150+,Louisville,KY,Kentucky,www.sbts.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,40,40.0,36.0,Required,Required,Required,343,265,77.26,176,66.42,513.0,610.0,470.0,570.0,19.0,25.0,19.0,28.0,17.0,24.0,11400.0,496.0,11400.0,496.0,11896,11896,"2825 Lexington Rd, Louisville, Kentucky 40280-0001",3443,"(38.2463668, -85.6859337)",38.2463668, -85.6859337
514,515,The University of Alabama,150+,Tuscaloosa,AL,Alabama,www.ua.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,40,65.0,50.0,Not Required,Required,Required,39560,31804,80.39,6507,20.46,540.0,660.0,530.0,670.0,23.0,31.0,23.0,33.0,21.0,29.0,30250.0,840.0,10780.0,840.0,31090,11620,"739 University Blvd, Tuscaloosa, Alabama 35487-0100",9005,"(33.20946130874041, -87.54608118511442)",33.20946130874041, -87.54608118511442
515,516,The University of Montana,150+,Missoula,MT,Montana,www.umt.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Small,Yes,1,30,60.0,27.0,Not Required,Required,Required,5380,5153,95.78,1296,25.15,540.0,630.0,510.0,610.0,20.0,27.0,19.0,26.0,18.0,26.0,25106.0,2150.0,5352.0,2078.0,27256,7430,"Missoula  Montana, Missoula, Montana 59812",9456,"(46.8701049, -113.995267)",46.8701049, -113.995267
516,517,The University of Tampa,150+,Tampa,FL,Florida,www.ut.edu/,Four or more years,Private not-for-profit,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,40,40.0,50.0,Required,Considered,Required,24886,13815,55.51,2069,14.98,550.0,620.0,540.0,610.0,22.0,27.0,22.0,27.0,20.0,26.0,28802.0,2082.0,28802.0,2082.0,30884,30884,"401 W Kennedy Blvd, Tampa, Florida 33606-1490",3492,"(27.9456906, -82.4656115)",27.9456906, -82.4656115
517,518,The University of Tennessee-Chattanooga,150+,Chattanooga,TN,Tennessee,www.utc.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,30,35.0,26.0,Not Required,Required,Required,7938,6597,83.11,2222,33.68,520.0,610.0,500.0,590.0,21.0,26.0,21.0,28.0,19.0,25.0,23954.0,1820.0,7836.0,1820.0,25774,9656,"615 McCallie Ave, Chattanooga, Tennessee 37403-2598",8438,"(35.045438781402794, -85.30000119013039)",35.045438781402794, -85.30000119013039
518,519,The University of Tennessee-Knoxville,150+,Knoxville,TN,Tennessee,www.utk.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Midsize,Yes,1,50,60.0,49.0,Considered,Required,Required,25423,19867,78.15,5512,27.74,580.0,650.0,560.0,653.0,25.0,31.0,24.0,33.0,23.0,29.0,29522.0,2142.0,11332.0,1932.0,31664,13264,"527 Andy Holt Tower, Knoxville, Tennessee 37996",7420,"(35.9504567, -83.9396725)",35.9504567, -83.9396725
519,520,The University of Tennessee-Martin,150+,Martin,TN,Tennessee,www.utm.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Town: Remote,Yes,1,30,30.0,27.0,Not Required,Required,Required,9001,5846,64.95,1110,18.99,,,,,21.0,26.0,20.0,26.0,18.0,25.0,14254.0,1534.0,8214.0,1534.0,15788,9748,"554 University Street, Martin, Tennessee 38238",35497,"(36.34784557364648, -88.87353990830394)",36.34784557364648, -88.87353990830394
520,521,The University of Texas at Arlington,150+,Arlington,TX,Texas,www.uta.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,75,75.0,23.0,Not Required,Considered,Required,14620,12829,87.75,3900,30.4,520.0,620.0,530.0,630.0,21.0,27.0,20.0,27.0,19.0,26.0,26056.0,2468.0,8910.0,2468.0,28524,11378,"701 S. Nedderman Dr., Arlington, Texas 76013",9131,"(32.7266939, -97.125921)",32.7266939, -97.125921
521,522,The University of Texas at Austin,150+,Austin,TX,Texas,www.utexas.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,75,65.0,61.0,Considered,Required,Required,57241,18290,31.95,8459,46.25,610.0,720.0,600.0,750.0,26.0,33.0,25.0,35.0,25.0,32.0,40032.0,0.0,11448.0,0.0,40032,11448,"110 Inner Campus Drive, Austin, Texas 78705",3393,"(30.28605515, -97.73935349500609)",30.28605515, -97.73935349500609
522,523,The University of Texas at San Antonio,150+,San Antonio,TX,Texas,www.utsa.edu/,Four or more years,Public,Degree-granting,Undergraduate degree or certificate offering,Graduate degree or certificate offering,City: Large,Yes,1,70,50.0,18.0,Recommended,Required,Required,21597,18043,83.54,5330,29.54,510.0,610.0,510.0,600.0,19.0,25.0,17.0,24.0,17.0,25.0,17730.0,2842.0,5724.0,2842.0,20572,8566,"One UTSA Circle, San Antonio, Texas 78249-1644",3480,"(29.5851568, -98.61711876775726)",29.5851568, -98.61711876775726
